"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"242","Empirical Study of Social Bias in Medical Question Answering via Large Language Models","https://doi.org/10.1007/978-3-032-00652-3_1","Xiao Xiao; Jiaxu Zhao; Terry R. Payne; Meng Fang","United Kingdom; Netherlands; United Kingdom; United Kingdom","University of Liverpool; Eindhoven University of Technology; University of Liverpool; University of Liverpool","2025","LLMs & NLP","","New","https://orcid.org/0009-0004-6115-801X; https://orcid.org/0000-0001-7332-6851; https://orcid.org/0000-0002-0106-8731; https://orcid.org/0000-0001-6745-286X"
"243","BiasFreeBench: a Benchmark for Mitigating Bias in Large Language Model Responses","https://doi.org/10.48550/arXiv.2510.00232","Xin Xu; Xiaoqiao He; Churan Zhi; Ruizhe Chen; Julian McAuley; Zexue He","USA; USA; China; USA","UC San Diego;Columbia University;Zhejiang University;Stanford University","2025","LLMs & NLP","","New","https://orcid.org/0000-0003-3238-745X; https://orcid.org/0000-0003-2624-8058; N/A; https://orcid.org/0009-0006-9863-9890; https://orcid.org/0000-0003-0955-7588; https://orcid.org/0009-0001-9733-0545"
"244","Ethical perspectives on deployment of large language model agents in biomedicine: a survey","https://doi.org/10.1007/s43681-025-00847-w","Nafiseh Ghaffar Nia; Amin Amiri; Yuan Luo; Adrienne Kline","USA; USA; USA; USA","Northwestern University; University of Tennessee at Chattanooga; Northwestern University; Northwestern University","2025","LLMs & NLP","","New","https://orcid.org/0000-0003-0068-1531; https://orcid.org/0009-0002-4257-1496; https://orcid.org/0000-0003-0195-7456; https://orcid.org/0000-0002-0052-0685"
"245","Algorithmic Bias from the Perspectives of Healthcare Professionals","https://doi.org/10.5220/0013076500003911","Jennifer Xu; Tamara Babaian","USA; USA","Bentley University; Bentley University","2025","Health & Clinical AI","","New","https://orcid.org/0000-0001-5615-9967; https://orcid.org/0009-0000-4341-042X"
"246","Mitigating Nonlinear Algorithmic Bias in Binary Classification","https://doi.org/10.1109/CAI59869.2024.00168","Wendy Hui; Wai Kwong Lau","Singapore; Australia","Singapore Institute of Technology; The University of Western Australia","2024","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0001-6974-0216; N/A"
"247","Fairness Testing: Review of the Relevance and Methodologies of Ensuring Software Fairness","https://doi.org/10.1007/978-3-032-08977-9_48","Ilmaan Zia; Ankit Raj; Jonathan Bernabe Dabu","USA; USA; USA","California State University, Long Beach; California State University, Long Beach; California State University, Long Beach","2026","General Fairness & Bias Mitigation","","New","https://orcid.org/0009-0002-1300-3596; N/A; N/A"
"248","Aggregating Concepts of Fairness and Accuracy in Prediction Algorithms","https://doi.org/10.1145/3715275.3732031","David Kinney","USA","Washington University","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0003-1236-9887"
"249","From AI Bias to AI by Us: A Case Study from MIT Critical Data","https://doi.org/10.1007/978-3-032-07830-8_17","Catherine Bielick; Rodrigo Gameiro; Leo Celi","USA; USA; USA","MIT Critical Data; Beth Israel Deaconess Medical Center; Harvard Medical School; MIT Critical Data; Beth Israel Deaconess Medical Center; Harvard Medical School; MIT Critical Data; Beth Israel Deaconess Medical Center; Harvard Medical School","2026","Health & Clinical AI","","New","https://orcid.org/0000-0003-1871-3909; N/A; N/A"
"250","Mitigating Algorithmic Bias in Multiclass CNN Classifications Using Causal Modeling","https://doi.org/10.1109/IJCNN64981.2025.11228165","Min Kwang Byun; Wendy Hui; Wai Kwong Lau","Singapore; Singapore; Australia","Institute for Infocomm Research; Institute for Infocomm Research; The University of Western Australia","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0003-1525-1745; https://orcid.org/0000-0001-6974-0216; N/A"
"251","Post-processing methods for mitigating algorithmic bias in healthcare classification models: An extended umbrella review","https://doi.org/10.1186/s44247-025-00166-4","Shaina Mackin; Vincent J. Major; Rumi Chunara; Remle Newton-Dame","USA; USA; USA; USA","New York City Health and Hospitals Corporation; New York University; New York University; New York City Health and Hospitals Corporation","2025","Health & Clinical AI","","New","N/A; https://orcid.org/0000-0003-2604-3458; https://orcid.org/0000-0002-5346-7259; N/A"
"252","Whither bias goes, I will go: An integrative, systematic review of algorithmic bias mitigation","https://doi.org/10.1037/apl0001255","Louis Hickman; Christopher Huynh; Jessica Gass; Brandon M. Booth; Jason Kuruzovich; Louis Tay","USA; USA; USA; USA; USA; USA","Virginia Tech; Virginia Tech; Virginia Tech; University of Colorado Boulder; Rensselaer Polytechnic Institute; Purdue University West Lafayette","2024","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-2752-7705; https://orcid.org/0000-0003-2293-2397; N/A; https://orcid.org/0000-0002-5780-8882; https://orcid.org/0000-0003-4091-9380; https://orcid.org/0000-0002-5522-4728"
"253","Detecting and Mitigating Algorithmic Bias in Automated Hiring Systems Using Fairness Constraints","https://doi.org/10.1109/MoSICom67153.2025.11398221","Parina K. Parekh; S. Divakara Shetty","United Arab Emirates; United Arab Emirates","Birla Institute of Technology and Science, Pilani - Dubai Campus; Birla Institute of Technology and Science, Pilani - Dubai Campus","2025","General Fairness & Bias Mitigation","","New","N/A; N/A"
"254","Public Perceptions of Algorithmic Bias and Fairness in Cloud-Based Decision Systems","https://doi.org/10.3390/standards6010002","Amal A. Alhosban; Ritik Gaire; Hassan Ali Al-Ababneh","USA; USA; Jordan","University of Michigan–Flint; University of Michigan–Flint; Zarqa University","2025","General Fairness & Bias Mitigation","","New","N/A; N/A; https://orcid.org/0000-0003-1136-8911"
"255","Towards Ethical AI: Bias Detection and Mitigation in AI Models for Recruitment Systems and Criminal Justice Systems","https://doi.org/10.1109/ICCUBEA65967.2025.11283812","Jayshree Ghorpade-Aher; Aardra Patil; Sonali Ghorpade","India; India; India","MIT World Peace University; MIT World Peace University; Savitribai Phule Pune University","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-2131-3618; N/A; N/A"
"256","Algorithmic Bias Detection: A Focus on Skin Tone and Gender Fairness in AI Models","https://doi.org/10.1109/CITREx64975.2025.10974934","Happy Iguare; Peter Taiwo","USA; USA","Morgan State University; Morgan State University","2025","General Fairness & Bias Mitigation","","New","N/A; https://orcid.org/0000-0002-8637-506X"
"257","Large Language Model Bias Mitigation from the Perspective of Knowledge Editing","https://doi.org/10.48550/arXiv.2405.09341","Ruizhe Chen; Yichen Li; Zikai Xiao; Zuozhu Liu","China; China; China; China","Zhejiang University; Zhejiang University
; Angelalign Technology Inc. ;Zhejiang University
","2024","LLMs & NLP","","New","https://orcid.org/0000-0001-5537-0082; https://orcid.org/0009-0009-8370-644X; N/A; https://orcid.org/0000-0002-7816-502X"
"258","Mitigating the Bias of Large Language Model Evaluation","https://doi.org/10.48550/arXiv.2409.16788","Hongli Zhou; Hui Huang; Yunfei Long; Bing Xu; Conghui Zhu; Hailong Cao; Muyun Yang; Tiejun Zhao","China; China; United Kingdom","Harbin Institute of Technology;Harbin Institute of Technology;University of Essex","2024","LLMs & NLP","","New","https://orcid.org/0009-0006-1693-9399; https://orcid.org/0000-0002-3544-9719; https://orcid.org/0000-0002-4407-578X; https://orcid.org/0000-0001-9063-1276; https://orcid.org/0000-0003-3132-3059; https://orcid.org/0000-0002-6842-8674; https://orcid.org/0000-0002-5940-0266; https://orcid.org/0000-0003-4659-4935"
"259","Is ChatGPT Fair for Recommendation? Evaluating Fairness in Large Language Model Recommendation","https://doi.org/10.1145/3604915.3608860","Jizhi Zhang; Keqin Bao; Yang Zhang; Wenjie Wang; Fuli Feng; Xiangnan He","China; China; China; Singapore; China; China","University of Science and Technology of China; University of Science and Technology of China; University of Science and Technology of China; National University of Singapore; University of Science and Technology of China; University of Science and Technology of China","2023","Recommender Systems","","New","https://orcid.org/0000-0002-0251-465X; https://orcid.org/0009-0001-5910-0204; https://orcid.org/0000-0002-7863-5183; https://orcid.org/0000-0002-5199-1428; https://orcid.org/0000-0002-5828-9842; https://orcid.org/0000-0001-8472-7992"
"260","Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments","https://doi.org/10.48550/arXiv.2406.11370","Han Zhou; Xingchen Wan; Yinhong Liu; Nigel Collier; Ivan Vulić; Anna Korhonen","United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom","University of Cambridge; University of Oxford; University of Cambridge; University of Cambridge; University of Cambridge; University of Cambridge;","2024","LLMs & NLP","","New","https://orcid.org/0000-0003-3778-4075; https://orcid.org/0000-0003-0074-0597; https://orcid.org/0009-0006-6723-0558; https://orcid.org/0000-0002-7230-4164; https://orcid.org/0000-0002-5161-5422; https://orcid.org/0000-0002-3692-3144"
"261","RRAO: An Ontology for the Representation of Reoffending Risk Assessment Knowledge","https://doi.org/10.1109/IISA66859.2025.11311249","Sotiris Angelis; Joana Pinho; Athanasia Sykiotou; Dimitar Markov; Stamatis Chatzistamatis; Stamatis Spirou; George E. Tsekouras; Konstantinos Kotis","Greece; USA; Greece; Bulgaria; Greece; Greece; Greece; Greece","University of the Aegean; Innovative Research (United States); Democritus University of Thrace; Center for the Study of Democracy; University of the Aegean; University of the Aegean; University of the Aegean; University of the Aegean","2025","Graph-Based Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-4588-0713; N/A; N/A; https://orcid.org/0000-0002-4285-7331; https://orcid.org/0000-0003-2912-3058; N/A; https://orcid.org/0000-0001-7006-1536; https://orcid.org/0000-0001-7838-9691"
"262","AI Bias in Power Systems Domain—Exemplary Cases and Approaches","https://doi.org/10.3390/en18184819","Chijioke Eze; Abraham Ezema; L. E. Roth; Zhiyu Pan; Ferdinanda Ponci; Antonello Monti","Germany; Germany; Germany; Germany; Germany; Germany","RWTH Aachen University; RWTH Aachen University; RWTH Aachen University; RWTH Aachen University; RWTH Aachen University; Fraunhofer Institute for Production Technology IPT","2025","General Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-8545-0160; https://orcid.org/0000-0002-9671-0925; https://orcid.org/0009-0004-2011-2496; https://orcid.org/0000-0003-4949-2782; https://orcid.org/0000-0003-0431-9169; https://orcid.org/0000-0003-1914-9801"
"263","Bias in Conversational Search: The Double-Edged Sword of the Personalized Knowledge Graph","https://doi.org/10.1145/3409256.3409834","Emma J. Gerritse; Faegheh Hasibi; Arjen P. de Vries","Netherlands; Netherlands; Netherlands","Radboud University Nijmegen; Radboud University Nijmegen; Radboud University Nijmegen","2020","Graph-Based Fairness & Bias Mitigation","","New","N/A; N/A; N/A"
"264","Comprehensive Fair Meta-learned Recommender System","https://doi.org/10.1145/3534678.3539269","Tianxin Wei; Jingrui He","USA; USA","University of Illinois Urbana-Champaign; University of Illinois Urbana-Champaign","2022","Recommender Systems","","New","https://orcid.org/0000-0003-4450-2005; https://orcid.org/0000-0002-6429-6272"
"265","START Foundation: Coping with Bias and Fairness when Implementing and Using an AI System","https://doi.org/10.17705/1cais.05443","Chiara Schwenke; Julia Brasse; Maximilian Förster; Mathias Klier","Germany; Germany; Germany; Germany","Ulm University; Ulm University; Ulm University; Ulm University","2024","General Fairness & Bias Mitigation","","New","N/A; N/A; N/A; https://orcid.org/0000-0001-7109-0339"
"266","Measuring Inter-Bias Effects and Fairness-Accuracy Trade-Offs in GNN-Based Recommender Systems","https://doi.org/10.3390/fi17100461","Nikzad Chizari; Keywan Tajfar; María N. Moreno García","Spain; Iran; Spain","Universidad de Salamanca; University of Tehran; Universidad de Salamanca","2025","Graph-Based Fairness & Bias Mitigation","","New","https://orcid.org/0000-0002-7300-6126; https://orcid.org/0000-0001-7624-5328; https://orcid.org/0000-0003-2809-3707"
"267","A framework for solving bias in graph-based recommender systems with a causal perspective","https://doi.org/10.1007/s10489-025-06388-3","Ke Yang; Guogang Li; L. Wang; Jianrong Xie","China; China; China; China","Huaqiao University; Huaqiao University; Huaqiao University; Huaqiao University","2025","Graph-Based Fairness & Bias Mitigation","","New","https://orcid.org/0009-0008-7684-8397; https://orcid.org/0000-0003-0981-0328; https://orcid.org/0000-0002-5564-3420; N/A"
"268","The Connection Between Popularity Bias, Calibration, and Fairness in Recommendation","https://doi.org/10.1145/3383313.3418487","Himan Abdollahpouri; Masoud Mansoury; Robin Burke; Bamshad Mobasher","USA; Netherlands; USA; USA","University of Colorado Boulder; Eindhoven University of Technology; University of Colorado Boulder; DePaul University","2020","Recommender Systems","","New","https://orcid.org/0000-0002-0065-9978; https://orcid.org/0000-0002-9938-0212; https://orcid.org/0000-0001-5766-6434; https://orcid.org/0000-0001-9701-9178"
"269","Fairness metrics and bias mitigation strategies for rating predictions","https://doi.org/10.1016/J.IPM.2021.102646","Ashwathy Ashokan; Christian Haas","USA; Austria","University of Nebraska at Omaha; Vienna University of Economics and Business","2021","Recommender Systems","","New","N/A; https://orcid.org/0000-0002-2690-5962"
"270","Advancing Algorithmic Justice: A Systematic Review of Fair Decision-Making Protocols in Healthcare AI","https://doi.org/10.62839/ajfldr.v01.v01.39-52","Fredrick Kayusi; Srinivas Kasulla et al.","Kenya; Pakistan; Uganda; Pakistan; Uganda","Pwani University; University of Gujrat; Kabale University; University of Gujrat; Kabale University","2024","Health & Clinical AI","","New","https://orcid.org/0000-0003-1481-4016; N/A; N/A; https://orcid.org/0000-0002-7169-3743; N/A; https://orcid.org/0000-0001-7663-2563; https://orcid.org/0000-0003-1325-4483; https://orcid.org/0000-0001-9523-9695; https://orcid.org/0009-0006-6280-5738"
"271","MACAIF: Machine Learning Auditing for Clinical AI Fairness","https://doi.org/10.1145/3597512.3597522","Pepita Barnard; John Robert Bautista; Joshua Krook; Anqi Liu; Héctor D. Menéndez; Aurora Schmidt; Tamim Sookoor","United Kingdom; USA; United Kingdom; USA; United Kingdom; USA; USA","University of Nottingham; The University of Texas at Austin; University of Southampton; Johns Hopkins University; King's College London; Johns Hopkins University; Johns Hopkins University","2023","Health & Clinical AI","","New","https://orcid.org/0000-0003-4518-1207; https://orcid.org/0000-0002-4892-9543; https://orcid.org/0000-0001-7215-9780; https://orcid.org/0000-0002-9432-4836; https://orcid.org/0000-0002-6314-3725; https://orcid.org/0000-0001-9027-8484; N/A"
